id,imei,user_route_id,latitude,longitude,heading,created,modified
89832,868120116635480,59,31.25878222,121.4058844,345,3/19/2015 9:25,3/19/2015 9:25
89833,868120116635480,59,31.25995556,121.40552,346,3/19/2015 9:25,3/19/2015 9:25
89834,868120116635480,59,31.26109778,121.4052089,345,3/19/2015 9:25,3/19/2015 9:25
89835,868120116635480,59,31.26240444,121.4049333,1,3/19/2015 9:26,3/19/2015 9:26
89836,868120116635480,59,31.26368667,121.4051111,7,3/19/2015 9:26,3/19/2015 9:26
89837,868120116635480,59,31.26493556,121.4052089,6,3/19/2015 9:26,3/19/2015 9:26
89838,868120116635480,59,31.26598,121.4053778,3,3/19/2015 9:26,3/19/2015 9:26
89839,868120116635480,59,31.26706,121.4054933,4,3/19/2015 9:27,3/19/2015 9:27
89840,868120116635480,59,31.26824667,121.4055733,5,3/19/2015 9:28,3/19/2015 9:28
89841,868120116635480,59,31.26941333,121.4056889,7,3/19/2015 9:28,3/19/2015 9:28
89842,868120116635480,59,31.27026889,121.4060889,54,3/19/2015 9:29,3/19/2015 9:29
89843,868120116635480,59,31.27026667,121.4061511,89,3/19/2015 9:30,3/19/2015 9:30
